id_calon,ringkasan
1101-00-0000-0903,"1995-1999, BENDAHARA DPC PPP BANDA ACEH"
1101-00-0000-0903,"1977-1982, KETUA PW FATAYAT NU ACEH"
1101-00-0000-0903,"1967-1970, KETUA IPPNU ACEH"
1101-00-0000-0904,"1960-1974, HIMPUNAN MAHASISWA ISLAM"
1101-00-0000-0904,IKATAN CENDEKIAWAN MUSLIM INDONESIA KORWIL ACEH
1101-00-0000-0904,"2008-2012, PENGURUS PUSAT DEWAN MASJID ACEH"
1101-00-0000-0904,"2010-SEKARANG, KETUA HIMPUNAN IMAM MASJID DAN MUENASAH SE-ACEH"
1101-00-0000-0905,PT. PLN PERSERO
1101-00-0000-0906,"2011-SEKARANG, WAKIL SEKRETARIS DPW PPP ACEH"
1101-00-0000-0906,"2010-SEKARANG, DEWAN PENGURUS KKTGA BANDA ACEH"
1101-00-0000-0906,"2004-SEKARANG, ANGGOTA LBH APIK ACEH"
1101-00-0000-0906,"2003-SEKARANG, ANGGOTA PERSATUAN ADVOKASI INDONESIA"
1101-00-0000-0906,"1992-1993, ANGGOTA KARANG TARUNA TELADAN TIMUR MEDAN KOTA"
1101-00-0000-0906,"1991-1993, DIVISI HUMAS PERSATUAN MUDA MUDI ISLAM ISTIMEWA SEKITARNYA MEDAN"
1101-00-0000-0907,"2008-SEKARANG, PERADI"
1101-00-0000-0907,"2008-SEKARANG, DPW PPP"
1101-00-0000-0907,"2010-SEKARANG, DPD KATALIA ACEH"
1101-00-0000-0907,"2011-SEKARANG, DPD AGRADIA ACEH"
1101-00-0000-0907,"2012-SEKARANG, DPP DPW"
1101-00-0000-1001,"2010-2015, SEKERTARIS DPD HANURA ACEH"
1101-00-0000-1001,"2006-2007, WAKIL SEKJEN DPP PBR"
1101-00-0000-1001,"2003-2006, SEKRETARIS DPW PBR BANDA ACEH"
1101-00-0000-1001,"1999-2002, WAKIL SEKRETATIS DPW PPP BANDA ACEH"
1101-00-0000-1001,"1995-1999, WAKIL KETUA DPC PPP ACEH"
1101-00-0000-1001,"1998-2004, WAKIL KETUA MAJELIS PEMUDA INDONESIA DPD KNPI NAD"
1101-00-0000-1001,"1996-1997, DIREKTUR OPERASIONAL LBH ACEH"
1101-00-0000-1001,"1996-1999, KETUA PW GPI NAD"
1101-00-0000-1001,"1992-2002, WAKIL SEKRETARIS PW PARMUSI NAD"
1101-00-0000-1001,"2003-2005, KETUA DPC KOMITE ADVOKAT INDONESIA BANDA ACEH"
1101-00-0000-1001,"1995-2003, KETUA DPC ASOSIASI ADVOKAT INDONESIA BANDA ACEH"
1101-00-0000-1001,"1982-1989, PENGURUS KOMISARIAT HMI FAKULTAS HUKUM UNSYIAH"
1101-00-0000-1002,BENDAHARA UMUM INKANAS
1101-00-0000-1002,KORDA ACEH
1101-00-0000-1003,HIMPUNAN MAHASISWA ISLAM
1101-00-0000-1004,"2010-2011, WAKIL SEKJEN DPP PARTAI DEMOKRASI KEBANGSAAN"
1101-00-0000-1004,"2005-2009, DIREKTUR EKSEKUTIF NASIONAL DEWAN PENGURUS NASIONAL PDK"
1101-00-0000-1004,"2002-2005, KEPALA BIRO LOGISTIK BAPPILU DEWAN PENGURUS NASIONAL PDK"
1101-00-0000-1004,"1994-SEKARANG, ANGGOTA REMAJA ISLAM MASJID CUT MUTIA JAKARTA"
1101-00-0000-1004,"1983-1984, WAKIL KETUA OSIS SMPN 85 JAKARTA"
1101-00-0000-1005,"2012-2016, SEKRETARIS UMUM BADAN ADVOKASI DAN BADAN HUKUM MASYARAKAT ACEH JAKARTA"
1101-00-0000-1005,"2011-2012, PENDIRI/KETUA UMUM KOMPA JAYA"
1101-00-0000-1005,"2008-2009, KETUA BIDANG KADERISASI HMI CABANG JAKARTA SELATAN"
1101-00-0000-1005,"2007-2008, KETUA UMUM MAHASISWA DAN PEMUDA ACEH CIPUTAT"
1101-00-0000-1005,"2006-2007, KETUA DIVISI HUMAS FAKULTAS SYARIAH DAN HUKUM JAKARTA"
1101-00-0000-1005,"2003-2004, SEKJEN ROHIS SMAN 53 JAKARTA"
1101-00-0000-1005,"2000-2001, KETUA OSIS SLTPN 135 JAKARTA"
1101-00-0000-1006,"2013, HIMPI ACEH, FRAZI LEADERSHIP CENTER, INDONESIA ISLAMIC BUSINESS FORUM,"
1101-00-0000-1006,"2011-2012, PEMBINA/PENASEHAT KOMPA JAYA"
1101-00-0000-1006,"2005-2006, ISLAMIC RELIEF"
1101-00-0000-1006,"2001-2005, IKATAN MAHASISWA DAN PEMUDA ACEH"
1101-00-0000-1006,"2001-2005, IKATAN MAHASISWA MUSLIM PSIKOLOGI"
1101-00-0000-1006,"2001-2005, PENDIRI/TENAGA PENGAJAR YAYASAN RAUDHATUL ILMU"
1101-00-0000-1006,"1999-20011, TAEKWONDO UB2Q, DEPOK"
1101-00-0000-1006,"1999-2001, LDK IAIN SYAHID, JAKARTA"
1101-00-0000-1006,"1998-1999, TRISAPTAPALA, SMAN 37 JAKARTA"
1101-00-0000-1006,"1996-1999, TAEKWONDO MUJIMAN CLUB,"
1101-00-0000-1006,"1996-1999, ROHIS SMAN 37 JAKARTA"
1101-00-0000-1006,"1994-1995, OSIS SLTP 17 AGUSTUS JAKARTAA"
1101-00-0000-1006,"1993-1996, TAEKWONDO ATAC CLUB"
1101-00-0000-1401,"2005-SEKARANG, SEKRETARIS DPW PBB PROVINSI ACEH"
1101-00-0000-1401,"2010-2013, WAKIL KETUA KNPI PROVINSI ACEH"
1101-00-0000-1401,"2007-2009, WAKIL SEKRETARIS DDII PROVINSI ACEH"
1101-00-0000-1401,"2000-2004, WAKIL KETUA KISDI PROVINSI ACEH"
1101-00-0000-1401,"1997-1998, WAKIL KETUA SENAT MAHASISWA IAIN AR-RANIRY"
1101-00-0000-1402,"2002, PW. PEMUDA MUHAMMADIYAH"
1101-00-0000-1403,BENDAHARA OSIS SMA NEGERI 5
1101-00-0000-1403,PENGURUS WILAYAH MUSLIMAT BULANG BINTANG ACEH
1101-00-0000-1405,"1996-1997, ANGGOTA BADAN PERWAKILAN MAHASISWA (BPM) UNIVERSITAS TRISAKTI"
1101-00-0000-1406,"2009-2014, KETUA PW. MUSLIMAH BULAN BINTANG"
1101-00-0000-1406,"2004, KETUA OSIS SMA NEGERI 1 MEULABOH"
1101-00-0000-1407,"1973-1975, PII CAB. ACEH SELATAN"
1101-00-0000-1407,"1976-1981, HMI CAB. JAKARTA"
1101-00-0000-1501,WAKIL KETUA HIMPUNAN MAHASISWA ELEKTRO FT TRISAKTI
1101-00-0000-1505,"2012-2017, WAKIL SEKJEN DPP HILLSI"
1101-00-0000-1505,"2005-2010, WAKIL KETUA DPP AISI"
1101-00-0000-1505,"1972-2008, ANGGOTA PGRI"
1101-00-0000-1505,"1992, KETUA UMUM GPI"
1101-00-0000-1505,"1984-1987, DEPARTEMEN ORGANISASI DPD KNPI DATI I DKI"
1102-00-0000-0101,"2013-2013, PARTAI NASDEM, KETUA DPP BIDANG ORGANISASI & INDUSTRI TENAGAKERJA, JAKARTA"
1102-00-0000-0102,"2004-2009, PARTAI DEMOKRSI INDONESIA PERJUANGAN, SEKRETARIS DPD, NANGGROE ACEH DARUSSALAM"
1102-00-0000-0102,"2010-2013, ORMAS NASIONAL DEMOKRAT, WAKIL SEKRETARIS DPW ACEH"
1102-00-0000-0102,"2011-2013, PARTAI NASDEM, KETUA DPW ACEH"
1102-00-0000-0103,"2000-2000, PELATIHAN SEKTOR PENGRAJIN"
1102-00-0000-0103,"2001-2001, PELATIHAN PRODUKSI ANYAMAN"
1102-00-0000-0103,"2005-2005, PELATIHAN PEMASARAN DEPRIN"
1102-00-0000-0104,"1992-1998, GROUP DIDONG GENALI, KETUA, BANDA ACEH"
1102-00-0000-0104,"1998-2002, YAYASAN KELUARGA GAYO, PENASEHAT, BANDA ACEH"
1102-00-0000-0104,"2002-2002, PARTAI BPR, BENDAHARA UMUM, BANDA ACEH"
1102-00-0000-0104,"2002-2004, AKLI ACEH, KERUA UMUM, BANDA ACEH"
