id_calon,riwayat_pendidikan
3202-00-0000-0202,MIN SUTAM CIPARAY Tahun 1985
3202-00-0000-0202,SMPN 2 CIPARAY Tahun 1988
3202-00-0000-0202,SMUI CIPASUNG Tahun 1991
3202-00-0000-0202,IAIC TASIKMALAYA Tahun 1996
3202-00-0000-0601,SMUN 19 Bandung
3202-00-0000-1001,
3202-00-0000-0301,SD TASIKMALAYA (1972)
3202-00-0000-0301,SMP BANDUNG (1978)
3202-00-0000-0301,SMA BANDUNG (1980)
3202-00-0000-0301,S1 ABHA SAUDI ARABIA (1989)
3202-00-0000-0301,S2 MAKKAH SAUDI ARABIA (1992)
3202-00-0000-0701,"SD Budi Waluyo, Jakarta, tahun 1978"
3202-00-0000-0701,"SMP Budi Waluyo, Jakarta, tahun 1981"
3202-00-0000-0701,"SMA Negeri VI, Jakarta, tahun 1984"
3202-00-0000-0701,"SI Teknik hidustri Universitas Muhammadiyah, Jakarta, tahun 2010"
3202-00-0000-0401,"SMA Negeri 2, Bandung"
3202-00-0000-0401,"Fakultos Publisistib, UNPAD"
3202-00-0000-0401,"Iowa State University, Iowa"
3202-00-0000-0404,"SD Rancakasumba IV, Bandung Tahun 1967 (Berijasah)"
3202-00-0000-0404,"SLTP, Majalaya, Bandung Tahun 1970, (Berijasah)"
3202-00-0000-0404,"STM 66, Majalaya, Bandung, Tahun 1974, (Berijasah)"
3202-00-0000-0808,"SI MANAJEMEN STIKE KRIDATAMA, Bandung, 2012-2012"
3202-00-0000-0808,"SMA 2 MEI, Bandung, 1992-1994"
3202-00-0000-0808,"SMPN 3 BANDUNG, Bandung, 1989-1992"
3202-00-0000-0808,"SDN cangkuang IV, Bandung, 1989"
3203-00-0000-0501,"2000-2005, S3, UNPAD. BANDUNG"
3203-00-0000-0502,1994-1998 MAGISTER MANAJEMEN STIE JAKARTA
3203-00-0000-0503,"1985-1989 SEKOLAH TINGGI HUKUM GARUT, UJIAN NEGARA UNPAD, BANDUNG S1"
3203-00-0000-0504,"1981-1985 IAIN SUNAN GUNUNG DJATI, BANDUNG"
3203-00-0000-0501,"1977-1981, SLTA, SMA NEGERI UJUNG BERUNG, BANDUNG"
3203-00-0000-0502,"1995-1997, SLTA, SMA N 1 JENEPONTO, JENEPONTO"
3203-00-0000-0502,"2005-2007, S2, FISIP UI, DEPOK"
3203-00-0000-0901,SMA 68 Jakarta Lulus Tahun 1987
3203-00-0000-0203,Ml Al Manar Cibadak Cianjur Jabar Lulus Tahun 1992
3203-00-0000-0203,MTSN Ciherang Cianjur Jabar Lulus Tahun 1992
3203-00-0000-0203,MAN Kandangan Kediri Jatim Lulus Tahun 1999
3203-00-0000-0203,STAIN Kediri Jawa Timur Fakultas Ushuluddin Jurusan Tafsir Hadits 2005
3203-00-0000-0601,"2008- Master in Bussines Administration-ITB, Bandung"
3203-00-0000-0601,"1997- Sarjana Teknik Sipil ISTN, Jakarta"
3203-00-0000-0601,"1989- SMA Islam Al-Azhar Pusat, Jakarta"
3203-00-0000-0601,"1986- SMP Islam Al-Azhar Pusat, Jakarta"
3203-00-0000-0601,"1983- SDN 08 Kedaung Kaliangke, Jakarta"
3203-00-0000-1002,SDN Gunung Batu Bogor 1966
3203-00-0000-1002,SMP N IV Bogor 1969
3203-00-0000-1002,SMAN II BAGOR 1972
3203-00-0000-1002,Akademi Ilmu Pelayaran Republik Indonesia jakrta (lulus Tahun 1977)
3203-00-0000-1002,"Fakultas Ekonomi, Universitas Terbuka Jakarta (1984-1986/Tidak selesai karena pindah tugas keluar negeri)"
3203-00-0000-1002,"MBA, Newport University, Newport Beach California, AS (lulus Tahun 1992)"
3203-00-0000-1002,"Fakultas Ekonomi, Universitas Satya Negra Indonesia Jakarta (lulus tahun 1997)"
3203-00-0000-1002,"Master Mariner, Jakarta Merchant Marine College/BP3IP Jakarta Tahun 2007"
3203-00-0000-0301,SMPN I Cianjur
3203-00-0000-0301,SMA Negeri Cianjur
3203-00-0000-0301,STAN Jakarta
3203-00-0000-0301,STIE Jakarta
3203-00-0000-0301,PPA IBII Jakarta
3203-00-0000-0701,S3 Universitas Persada Y.A.I Tahun 2007.
3203-00-0000-0701,S2 Universitas Krisnadwipayana Tahun 2001.
3203-00-0000-0701,SI Universitas Krisnadwipayana Tahun 1996.
3203-00-0000-0701,S2 California State of University Fulerton USA Tahun 1993.
3203-00-0000-0701,"Diploma cf Heavy Equipment, Mamma Tractors & Equipments Tokyo, Jepang Tahun 1973."
3203-00-0000-0701,"Fakultas Teknik Universitas Hasanuddin, Makassar (2 tahun)."
3203-00-0000-0701,SMA Negeri 3 Makassar Tahun 1967.
3203-00-0000-0701,SMP Negeri Makassar Tahun 1964.
3203-00-0000-0701,PGA Negeri Makassar Tahun 1965.
3203-00-0000-0701,SD Negeri Makassar Tahun 1959.
3203-00-0000-0403,SD Pius Cilacap ( 1984- 1990 )
3203-00-0000-0403,SMP Pius Cilacap (1990 - 1993 )
3203-00-0000-0403,SMA Regina Pacis Bogor ( 1993 - 1996)
3204-00-0000-0501,"1976-1979, SLTA, SMA NEGERI XI, JAKARTA 2007-2009, S2, UNPAD, BANDUNG"
3204-00-0000-0901,Terlampir.
3204-00-0000-0602,"Sekolah Dasar Negeri II, Lengkong Besar 105, Bandung, Berijazah, 29 Mei 1982"
3204-00-0000-0602,"Sekolah Menengah Tingkat Pertama, Mardi Yuana I, Sukabumi, Berijazah, 14 Mei 1985"
3204-00-0000-0602,"Sekolah Menengah Tingkat Atas, Mardi Yuana, Sukabumi, Berijazah, 13 Mei 1988"
3204-00-0000-0602,"Universitas Kristen Duta Wacana, Fakultas Ekonomi Manajemen, Yogyakarta, Berijazah, 11 Januari 1994"
3204-00-0000-0301,SD Pintu Kisi 11 193l Kota Sukabumi
3204-00-0000-0301,SMPN 2 1986 Kota Sukabumi
3204-00-0000-0301,SMAN 1 1989 Kota Sukabumi
3204-00-0000-0301,S2 UNPAD Administrasi Publik 2005 Bandung
3204-00-0000-0401,SD Lulus Thn. 1971
3204-00-0000-0401,SMP Lulus Thn. 1974
3204-00-0000-0401,SMA Lulus Thn. 1977
3204-00-0000-0401,SI Lulus Thn. 2002
3204-00-0000-0802,"S2 Psikologi Profesi UNika Atmajaya, Jakarta, 2008-2010"
3204-00-0000-0802,"S2 Psikologi Terapan Universitas Indonesia, Jakarta, 2003-2005"
3204-00-0000-0802,"S1 Unika Atmajaya, Jakarta, 1993-2002"
3204-00-0000-0802,"SMAN 3, Sukabumi, 1989-1992"
3204-00-0000-0802,"SMPN 2, Sukabumi, 1986-1989"
3204-00-0000-0802,"SDN Cikole I, Sukabumi, 1980-1986"
3204-00-0000-0802,"TK Aisyiyah Bustanul Athfal, Sukabumi, 1978-1980"
3205-00-0000-0501,"1979- 1981, SLTA, KOLESE KANISIUS, JAKARTA"
3205-00-0000-0501,"1982-1987, S1, FAKULTAS TEHNIK UGM, JAKARTA"
3205-00-0000-0501,"1994-1996, S2, MASTER OF MANAGEMEN TECHNOLOGY UNIV, MELBOURNE, AUSTRALIA"
3205-00-0000-0501,"1995-1997, S2, MBA.MONASH UNIVERSITY, MELBOURNE- AUSTRALIA"
3205-00-0000-0502,"1982-1988, SD, NEGERI 2, BEKASI"
3205-00-0000-0502,"1988-1991, SLTP, NEGERI 3, BEKASI"
3205-00-0000-0502,"1991-1994, SLTA, NEGERI 1, BEKASI"
3205-00-0000-0502,"1994-2002, S1, IPB, BOGOR"
3205-00-0000-0901,Sekaolah dasar (SD) Tamat 1969
3205-00-0000-0901,"Sekaloh Menengah Pertama, Tamat 1976"
3205-00-0000-0901,"Sekolah Menengah Atas, Tamat 1976"
3205-00-0000-0901,"Akademi Pendidikan Teknik Unsri (APT), Tamat 1982"
3205-00-0000-0901,Magister Manajemen STIMA-IMNI
3205-00-0000-0601,"SDN CIBEUREUM 3, BOGOR - JAWA BARAT, 1984"
3205-00-0000-0601,"SMP FAJAR, JAKARTA TIMUR, 1987"
3205-00-0000-0601,"HARLANDALE HIGH SCHOOL, TEXAS, USA, 1990"
3205-00-0000-0601,"PROGRAM STUDI RUSIA, UI, DEPOK, 1997"
3205-00-0000-0301,SMEA N Bogor
3205-00-0000-0301,"FUUIKA, Bogor"
3205-00-0000-0702,"SD Angkasa VII, Jkt - l98t s/d 1986"
3205-00-0000-0702,"SMP Antonius II, Jkt - 1986 s/d l989"
3205-00-0000-0702,"SMA Fons Vitae I Marsudirini, Jkt - 1989 s/d 1992"
3205-00-0000-0702,"State Univ. OfNew York at Stony Brook, USA - 1992 s/d 1995 (transffered)"
3205-00-0000-0702,"Dowling College, USA - 1995 s/d 1997"
3205-00-0000-0402,SDN UGANJUR 01 PAGI
3205-00-0000-0402,SMPN 166
3205-00-0000-0402,SMAN 55 DUREN TIGA
3205-00-0000-0402,S1 UNIVERSITAS KRISTEN INDONESIA (UKI)
3205-00-0000-0405,SD tahun 1976 s/d 1982 (lulus)
3205-00-0000-0405,SMP tahun 1982 s/d 1985 (lulus)
3205-00-0000-0405,SMA tahun 1985 s/d 1988 (lulus)
3205-00-0000-0405,S-1 tahun 1988 s/d 1992 (lulus)
3205-00-0000-0405,S-2 1996 s/d 1998 (lulus)
3205-00-0000-0802,"Sekolah Menengah Atas Negeri 7, Bogor, 1992-1995"
3205-00-0000-0802,"Sekolah Menengah Pertama Negeri 5, Bogor, 1989-1992"
3205-00-0000-0802,"Sekolah Dasar Negeri 5, Bogor, 1983-1989"
3206-00-0000-0505,"1975-1977, SLTA, S.K.K.A.N.1, JAKARTA"
3206-00-0000-0505,"1978-1979, DIPLOMA, AKADEMI SEKERTARIS ISWI IKATAN SARJANA WANITA INDO.JAKARTA"
3206-00-0000-0505,"1990-1996, S1, FAK.SASTRA INGGRIS, UNIVERSITAS NASIONAL, JAKARTA"
3206-00-0000-0505,"2004-2009, S1, FAK.HUKUM, UNIVERSITAS INDONESIA, DEPOK"
3206-00-0000-0601,SD CIGANOVR JAKARTA 1967 1973
3206-00-0000-0601,SMPN 41 F JAKARTA 1973 1976
3206-00-0000-0601,SMAN 28 JAKARTA 1976 1980
3206-00-0000-0601,IPB (S1) BOGOR 1980 1984
3206-00-0000-0301,SDN CIREBON
3206-00-0000-0301,SMPN CIREBON
3206-00-0000-0301,"SMAN 5, KOTA JAMBI"
3206-00-0000-0301,"UNIVERSITAS KRISNA DWIPAYANA (UNKRIS), JAKARTA"
3206-00-0000-0301,"AKN JAYABAYA, JAKARTA"
3206-00-0000-0401,S1 FAKULTAS TEHNIK MEGN UNIVERSITAS
3206-00-0000-0401,AMIR HAMZAH
3206-00-0000-0406,Fakultas Hukum Universitas Trisakti (1998-2002)
3206-00-0000-0803,"SMUN 2, cilacap, 1994-1997"
3206-00-0000-0803,"SMP Al-Irsyad, cilacap, 1991-1994"
3206-00-0000-0803,"SD Al-Irsyad, cilacap, 1984-1990"
3207-00-0000-0501,"1981-1984, SLTA, SMAN II, PURWAKARTA"
3207-00-0000-0501,"1985-1990, SI, UNIVERSITAS ISLAM NEGER1 JAKARTA, JAKARTA"
3207-00-0000-0501,"2006-2007, S2, UNIVERSITAS PADJADJARAN FAK. HUKUM BANDUNG"
3207-00-0000-0501,"2007-2012, S3, UNIVERSITAS PADJADJARAN FAK.HUKUM BANDUNG"
3207-00-0000-0506,"1968-1971, SLTA, SMA NEGERI PALIMAN, CIREBON"
3207-00-0000-0506,"1992-1994, SI, UNIVERSITAS TRIDHARMA, BALIK PAPAN"
3207-00-0000-0901,SD Cibitung/Cibitung Bekasi/1976
3207-00-0000-0901,SLTP MTs El Nur El Kassaf/Tambun Rekasi/ 1979/1980.
3207-00-0000-0901,SMU MA El Nur El Kassaf/Tambim Bekasi/1982 Kelulusan
3207-00-0000-0901,SMU MA El Nur El Kassaf/Tambim Bekasi/1982 Kelulusan
3207-00-0000-0901,Sarjana Pendidikan Agama/IAJN Jakarta/1989
3207-00-0000-0901,Managemen SDM/Strala 2/ Universiias Mustopo Jakarta/ sedang berlangsung
3207-00-0000-0201,"SMAN 37 Kebon Baru Tebet, Jakarta"
3207-00-0000-0201,FSUI Sastra Belanda SI 1988 (semesterx)
3207-00-0000-0601,S1 FAK. KEDOKTERAN GIGI UNIV. TRISSAKTI. JAKARTA
3207-00-0000-0601,SMA NEGERI 42 JAKARTA (2002)
3207-00-0000-0601,SMP NEGERI QI JAKARTA (1999)
3207-00-0000-0601,SD NEGERI 13 PAGI JAKARTA (1996)
3207-00-0000-0302,Madrasah Ibtidaiyah At - Taqwa Bekasi (Berijazah)
3207-00-0000-0302,Madrasah Tsanawiyah Negeri PINK (Berijazah).
3207-00-0000-0302,Madrasah Aliyah Negeri PINK Tambun (Berijazah)
3207-00-0000-0302,"S1, IAIN Sunan Gunung Jati Serang (Berijazah)"
3207-00-0000-0302,"S2, IPWI Jakarta (Berijazah)"
3207-00-0000-0302,"S3, UNJ Jakarta (Berijazah)"
3207-00-0000-0701,IKIP Bandung ( tidak selesai )
3207-00-0000-0701,S-l Universitas Indonesia Jakarta
3207-00-0000-0701,S-2 Universitas Indonesia Jakarta
3207-00-0000-0701,S-3 Universitas Indonesia Jakarta ( Sedang Berjalan )
3207-00-0000-0401,"1981-1987: SD YOS SUDARSO, GARUT"
3207-00-0000-0401,"1987-1990: SMPN 2, GARUT"
3207-00-0000-0401,"1990-1993: SMAN 1, GARUT"
3207-00-0000-0401,1994-2000: SASTRA BELANDA FAK SASTRA UNIV INDONESIA
3207-00-0000-0401,2001-2004: PASCA SARJANA FILSAFAT
3207-00-0000-0401,FAK ILMU BUDAYA UNIV INDONESIA
3207-00-0000-0407,"SD Negeri Tambaksumur Karawang, Tahun 1986"
3207-00-0000-0407,"SMP Negeri 2 Karawang, Tahun 1986"
3207-00-0000-0407,"SPP Negeri Karawang, Tahun 1992"
3207-00-0000-0407,Universitas Singaperbanga Karawang (UNSIKA) Fakultas Pertanian. Tahun 1998
3207-00-0000-0804,"STIA YAPPAN,, -2013"
3207-00-0000-0804,"STIE ADHI NIAGA,, -2007"
3207-00-0000-0804,"SMA Negeri I Sukatani Kab Bekasi, Bekasi, 1988-1991"
3207-00-0000-0804,"SMP negeri I Pebayuran Kab Bekasi, Bekasi, 1985-1988"
3207-00-0000-0804,"SD Negeri Kertasari, 1979-1985"
3208-00-0000-0501,"1995-1998, SLTA, ARMY NAVY ACADEMY, AMERIKA SERIKAT"
3208-00-0000-0501,"1998-2000, SI, SANTA MONICA COLLEGE, AMERIKA SERIKAT"
3208-00-0000-0501,"2000-2002, SI, CALIFORNIA STATE UNIVERSITY, NORTHRIDGE"
3208-00-0000-0501,"2006-2009, S2, UNIVERSITAS INDONESIA, JAKARTA"
3208-00-0000-0505,"1987-1993, SD, SDN PAOMAN 3, INDRAMAYU"
3208-00-0000-0505,"1993-1996, SLTP, SMPN 2, INDRAMAYU"
3208-00-0000-0505,"1996-1999, SLTA, SMA MUHAMADIYAH 2, YOGYAKARTA"
3208-00-0000-0201,SDN I Kaplongand Thun Lulus1970
3208-00-0000-0201,SMP PGRI Karanganpel
3208-00-0000-0201,SMA Al Jamiah Al lslmiyah Al-Hukumiah Ciwaringin Tahun Lulus 1977
3208-00-0000-0201,SMA l JmtanAlhlrmiyrn Al.Hukmi3h Ciwingi.
3208-00-0000-0201,S-l Unswagati Cirebon Tahun Lulus 1999
3208-00-0000-0602,"S1: ITB-Teknik Perminyakan, Bandung, lulus 1978"
3208-00-0000-0602,"S1: Ul-Ektension Fakultas Ekonomi, Jakarta"
3208-00-0000-0602,"S2: ENSPM-Ekonormi Perminyakan, Paris Perancis, lulus 1985"
3208-00-0000-0602,"S3: Universite de Bougogne-Ekonomi Energi, Dijon Perancis, lulus 1987."
3208-00-0000-1002,SD tamat tahun 1986
3208-00-0000-1002,SMP tamat tahun 1989
3208-00-0000-1002,SMEA tamat tahun 1992
3208-00-0000-1002,STRATA I (S-l) Sarjana Ekonomi (SE) di Jakarta tamat tahun 2000
3208-00-0000-1002,STRATA II (S-2) Magister Ilmu Pemerintahan Dan Politik (M.Si) di Jakarta tamat tahun 2003
3208-00-0000-0301,SMAN 6 Jakarta Lulus th 1984
3208-00-0000-0301,SI Fisip Univeritas Indonesia Lulus th 199
3208-00-0000-0301,SI Fisip Univeritas Nasional lulus th 2003
3208-00-0000-0701,"TEKNOLOGI KEHUTANAN IPB, BOGOR"
3208-00-0000-0401,UNIVERSITAS SATYAGAMA. PROGRAM STUDI MAGISTER ILMU PEMERINTAHAN. TAHUN 2007
3208-00-0000-0401,UNIVERSITAS GAJAH MADA. PROGRAM STUDI ILMA HUBUNGAN INTERNASIONAL. TAHUN 2006
3208-00-0000-0403,SD NEGERI PAOMAN III LULUS TH. 1997 JL. RA. KARIINI INDRAMAYU
3208-00-0000-0403,SMP NEGERI II INDRAMAYU. LULUS TH. 1991 JL. MARAHN ARA INDRAMAYU
3208-00-0000-0403,"SMA NEGERI I INDRAMAYU, TH . 1991 JL. MT. HARYONO INDRAMAYU"
3208-00-0000-0403,SMA NEGERI 87 JAKARTA SELATAN LULUS TH. 1993 JL. MAWAR II NO.3 REMPOA BINTARO JAKSEL
3208-00-0000-0403,ENIVERSITAS TRISAKTI JAKARTA TH.1996 JL. KYAN TAPA NO I JAKARTA
3208-00-0000-0403,"SEKOLAH TIN661 TEKNOLOGI SIREBON, LULUS TH.2012 JL. EVAKUASI"
3209-00-0000-0501,"1952-1958. SD, WARUNGKETAN SITURAJA, SUMEDANG"
3209-00-0000-0501,1958-1961. SLTP. SMPN 2. SUMEDANG
3209-00-0000-0501,"1961-1964. SLTA, SMAN I. SUMEDANG"
3209-00-0000-0501,"1964-1980, SI. UNPAD. BANDUNG"
3209-00-0000-0903,SDN SUKARAJA 1 SUMEDANG LULUS TH. 1986
3209-00-0000-0903,SMPN 1 SUMEDANG LULUS TH. 1989
3209-00-0000-0903,SMAN 1 SUMEDANG LULUS TH. 1992
3209-00-0000-0903,S1 STTG Fakultas Teknik dan Industri 1998
3209-00-0000-0903,S2 UNPAD Jurusan Manajemen Keuangan 2005
3209-00-0000-0201,S2 STAIN Cirebon 2006 (Ijazah dalam Proses)
3209-00-0000-0201,SI STAI Majalengka 2001
3209-00-0000-0201,Madrasah Aliyah Bandung 1990
3209-00-0000-0201,Madrasah Tsanawiyah Bandung 1987
3209-00-0000-0201,SDN 3 Cimalaka Sumedang 1984
3209-00-0000-0601,SDSUKASARI(GENTENG II )TAHUN LULUSAN l964
3209-00-0000-0601,SMPNEGERITANJUNGSARI TAHUN LULUSAN 1967
3209-00-0000-0601,SIM NEGERI SUMEDANG TAHUN LULUSAN 1070
3209-00-0000-0601,SEKOLAH TINGGI HUKUM BANDUNG TAHUN LULUSAN 2012
3209-00-0000-0301,"SD Islam Al-Falah, Jakarta Pusat (1980)"
3209-00-0000-0301,SMP Islam Jamiat Khaer. Jakarta Pusal (1983)
3209-00-0000-0301,"Aliyah Jamiat Khaer, Jakarta Pusat( 1986)"
3209-00-0000-0702,SDN OTISTA Subang
3209-00-0000-0702,SMPN 3 Subang
3209-00-0000-0702,SMUN 2 Subang
3209-00-0000-0702,STIEBI Jakarta
3209-00-0000-0401,SD PSKD VI JAKARTA TAHUN 1982
3209-00-0000-0401,SMP ORA ET LABOR A JAKARTA TAHUN 1985
3209-00-0000-0401,SMA NEGERI 47 JAKARTA TAHUN 1988
3209-00-0000-0401,UNIVERSITAS PAR AH YANG AN BANDUNG SI TAHUN 1996
3209-00-0000-0402,AKABRI DARAT Th. 1974
3209-00-0000-0402,Strata 1 STIE Pasundan Bandung
3209-00-0000-0402,Strata II STIE Pasundan Bandung
3210-00-0000-0501,"1974-1970, SLTA, STM NEGERI 1 BOEDI OETOMO, JAKARTA"
3210-00-0000-0501,"2002-2006, S2, UNIVERSITAS INDONESIA, JAKARTA"
3210-00-0000-0901,"SD PASIRPANJANG II, PASIRPANJANG, MANONJAYA, TASIKMALAYA (1974)"
3210-00-0000-0901,"PESANTREN MIFTHAUL-HUDA III, CIBEUREUH TASIKMALAYA(I976)"
3210-00-0000-0901,"PESANTREN ALKAHFY, SOMOLANGU, SUMBERADI, KEBUMEN JAWA TENGAH (1978)"
3210-00-0000-0901,"MA'HADUL'ALY PESANTREN MIFTAHUL-HUDA, (1980)"
3210-00-0000-0201,"1989-1996, FIA JURUSAN ADMINISTRASI NIAGA, Cirebon"
3210-00-0000-0201,"1986-1989, SINDANG LAUT, Cirebon"
3210-00-0000-0201,"1983-1986, SINDANG LAUT, Cirebon"
3210-00-0000-0201,"1977-1983, CIPEUJEUH SINDANG LAUT, Cirebon"
3210-00-0000-0201,"1999-2003, PROGRAM STUDI ILMU POLITIK, Cirebon"
3210-00-0000-0301,"PESANTREN CIJANTUNG UTAMA, BANJARSARI"
3210-00-0000-0302,"SARJANA MUDA IAI DARUSALAM, CIAMIS"
3210-00-0000-0301,"SI, S2, DAN S3 FAKULTAS SYARI'AH UNVERSITAS AL AZHAR KAIRO MESIR"
3210-00-0000-0702,SD DESA HAURKUNING LULUS TAHUN 1961
3210-00-0000-0702,SMP NEGERI KADUGEDE KAB. KUNINGAN LULUS TAHUN 1964
3210-00-0000-0702,SMA NEGERI I KAB. KUNINGAN LULUS TAHUN 1967
3210-00-0000-0702,SI. STIA YAPPAN JAKARTA LULUS TAHUN 1998
3210-00-0000-0402,SD PEREURUAN CIKINI TH. 1978
3210-00-0000-0402,SMP PEREURUAN CIKINI TH. 1984
3210-00-0000-0402,SMAN BUDI UTOMO (SMAN I) TH. 1987
3210-00-0000-0402,UNIVERSITAS INDONESIA - FISIP TH. 1990
3210-00-0000-0802,"TEKNIK SIPIL ITB, Bandung, 1986-1994"
3210-00-0000-0802,"SMAN 3 JAKARTA, Jakarta. 1983-1986"
3210-00-0000-0802,"SMPN 43 JAKARTA, Jakarta, 1980-1983"
3210-00-0000-0802,"SDN TELADAN TANJUNG KARANG, Bandar Lampung, 1973-1980"
3211-00-0000-0101,"1962-1964, SD, IMMANUEL TANJUNG ENIM, TANJUNG ENIM 1964-1968, SLTP, IMMANUEL TANJUNG ENIM, TANJUNG ENIM"
3211-00-0000-0102,"1964-1968, SLTP IMMANUEL TANJUNG ENIM"
3211-00-0000-0101,"1968-1971, SLTA, SMA NEGERI 8 BANDUNG, BANDUNG"
3211-00-0000-0501,"1981-1984, SLTA, SMA NEGERI 16 JAKARTA, JAKARTA, 1984-1989, SI, UNIV. KRISNADWIPAYANA JAKARTA, JAKARTA 1993-1997, S2, UNIV. PERSADA INDONESIA YAI, JAKARTA"
3211-00-0000-0502,1989 FAKULTAS UNIVERSITAS KRISNADWIPAYANA JAKARTA
3211-00-0000-0503,1997 S2 MANAJEMEN UNIVERSITAS PERSADA INDONESIA
3211-00-0000-0502,"1959-1965, SD, -, GARUT"
3211-00-0000-0502,"1965-1968, SLTP,-, GARUT"
3211-00-0000-0502,"1968-1971, SLTA,-, GARUT"
3211-00-0000-0502,"1971-1980,S1, IAIN, CIPUTAT"
3211-00-0000-0902,SD Sukarasa Bandung
3211-00-0000-0902,SMPN 12 Kebayoran Baru Jakarat Selaatan
3211-00-0000-0902,SMAN 47 Tanah Kusir Jakarta selatan
3211-00-0000-0902,Akademi Sistematic Singapore
3211-00-0000-0202,Madrasah Ibtidaiyah Cipasung Tahun 197l
3211-00-0000-0202,SMP Islam Cipasung 1973
3211-00-0000-0202,SMA Islam Cipasung 1976
3211-00-0000-0202,Sarjana Muda Universitas Siliwangi Tasikmalaya 1984
3211-00-0000-0202,S1 Universitas Siliwangi 1988
3211-00-0000-0202,S2 Universitas Garut 2000
3211-00-0000-0610,SD Negeri Cibalong I Tasikmalaya Tahun 1981
3211-00-0000-0610,SMP Negeri Cibolong Tasikmalaya Tahun 1934
3211-00-0000-0610,SMA Negeri Margahayu Bandung Tahun 1987
3211-00-0000-0610,S.1 Ekonomi Manajemen Unsil Tasikmalaya Tahun 1992
3211-00-0000-0610,S.2 Magister Ilmu Administrasi Uniga Garut tahun 2004
3211-00-0000-0301,SMA Negeri 2 Tasikmalaya (1985)
3211-00-0000-0301,"Bachelor of Engineering dari Waseda University, Tokyo (1992)"
3211-00-0000-0301,"Master of Engineering dari Waseda Yniversity, Tokyo (1994)"
3211-00-0000-0301,Ph.D. Dari Japan Advanced Institute of Science and Technology (2004)
3211-00-0000-0703,2012 s.d Sekarang: 52-MM UGM Jakarta (JI. Dr. Saharjo No. 83 Tebet Jakarta Selatan)
3211-00-0000-0703,"1999: S1-Fakultas Psikologi UGM Yogyakarta (JI. Humanior a, Bulaksumur, Jogjakarta 55281)"
3211-00-0000-0703,"1994: SMA Negeri 1 Bangkalan (JI. Pemuda Kaffa 10, Bangkalan, Jawa Timur)"
3211-00-0000-0401,"SD TAMAN SISWA, LHOKSEUMAWE ACEH-UTARA (1980)"
3211-00-0000-0401,"SMP SD TAMAN SISWA, LHOKSEUMAWA ACEH UTARA (1983)"
3211-00-0000-0401,"SMA NEGRI 3 SETIA BUDI, JAKARTA (1986)"
3211-00-0000-0401,UNI. TRISAKTI TEKNIK MESIN JAKARTA (1995)
3211-00-0000-0801,"S-3, Univ. Islam Bandung (UNISBA) Bandung,-Sekerang"
3211-00-0000-0801,"S-2,Univ. Islam Bandung (UNISBA),Program Studi Iimu Hukum, Bandung,-2006"
3211-00-0000-0801,"S-3, sekolah Tinggi Agama Islam Persatuan Islam (STAIPI) Bandung Fak. Iimu Dakwh,"
3211-00-0000-0801,"Madrasah Aliyah Peris No.97 Cikajang, Garut, 1989-1995"
3211-00-0000-0801,"SMP Negeri Pameungpeuk, Garut,1980-1986"
3211-00-0000-0801,"SD Negeri Wates Pameungpeuk, Garut, 1980-1986"
3301-00-0000-0102,"1968-1994,SD, SDN SIDORE O"
3301-00-0000-0102,"1974-1978, SLTP, MADRASAH TSANAWIYAH SUNAN ABINAWAPEGANDON,"
3301-00-0000-0102,"1978-198I, DIPLOMA, PENDIDIKAN GURU AGAMA."
3301-00-0000-0102,"1982.1986, S1, INSTITUSI AGAMA ISLAM WALISONGO, SEMARANG"
3301-00-0000-0501,1977-1981. SLTA. MADRASAH ALIYAH PONPES LIRBOYB. KEDIRI
3301-00-0000-0501,1982-1988. S1. PERGURUAN TINGGI ILUM AL QURAN. JAKARTA
3301-00-0000-0201,"FAKULTAS SOSIAL POLITIK UNIVERSITAS DIPONEGORO, SEMARANG"
3301-00-0000-0601,"1966.1972, SD AL ISLAM, JEPARA"
3301-00-0000-0601,"1974-1977, SMP MUHAMMADIYAH 13, JAKARTA"
3301-00-0000-0601,2005-2006. PKBM SANTIKA JAKARTA
3301-00-0000-0701,"SDN Klepu Semarang,Tahun 1967"
3301-00-0000-0701,"SMP Girisonta Semarang, Tahun 1970"
3301-00-0000-0701,SMAN I Ungaran Jurusan Paspal Tahun 1973
3301-00-0000-0701,ISTN Jakarta Jurusan Elektro (Strata 1) Tahun 1987
3301-00-0000-0701,STIE IPWI Jakarta Managemen (Strata 2)Tahun 2000
3301-00-0000-0401,SMP ASISI JAKARTA SELATAN
3301-00-0000-0402,SMAN 8 JAKARTA
3301-00-0000-0403,RIVERSIDE CITY COLLEGE
3301-00-0000-0404,"CHAPMAN UNIVERSITY, CALIFORNIA"
3301-00-0000-0404,"S1-HUKUM, UNIVERSITAS DIPONEGORO, 1985"
3301-00-0000-0404,"SMA NEGERI I SEMARANG, 1976"
3301-00-0000-0801,"SMA Negeri Ragunan Jakarta, 1986-1989"
3301-00-0000-0801,"SMP Negeri Ragunan Jakarta., 1983-1986"
3301-00-0000-0801,"SD Bhayangkara Jogjakarta, 1977-1983"
3302-00-0000-0101,SMA Negeri Bojonegoro Lulus Tahun 1965 Alamat: Jl. Panglima Sudirman 28 Bojonegoro Provinsi Jawa Timur
