id,party_id,region_category_id,name,gender,address,note,valid_votes,elected,ranked_valid_votes,order_number
115,10,2," MIFTAHUL JANNAH, ST",P,KUTA ALAM,,,0,,
116,10,2, SYUKRIADI,L,KUTA ALAM,,,0,,
117,10,2, H. SAIFULLAH HAYATI NUR,L,KUTA ALAM,,,0,,
118,10,2, SURYA DHARMA,L,KUTA ALAM,,,0,,
119,10,2," AGUSNAWATI, SE",P,KUTA ALAM,,,0,,
120,11,2, Tgk. H. ABDULLAH IBR,L,KUTA ALAM,,,0,,
121,11,2," MAIMUN, S.Ag",L,KUTA ALAM,,,0,,
122,11,2, MUTIA MERI PURNAMA,P,KUTA ALAM,,,0,,
123,11,2, ZUL AZMY SYARIEF,L,KUTA ALAM,,,0,,
124,11,2, H. SOFYAN PAKEH,L,KUTA ALAM,,,0,,
125,11,2, MULYA FAJRI,P,KUTA ALAM,,,0,,
126,12,2, FAISAL SAMSOERIADI,L,KUTA ALAM,,,0,,
127,12,2, SYAFRIL AQMAR,L,KUTA ALAM,,,0,,
128,12,2, ASIAH,P,KUTA ALAM,,,0,,
129,12,2, MUHAMMAD SAIFULLAH,L,LEUPUNG,,,0,,
130,12,2," SUSANTI, SP., M.Si",P,KUTA ALAM,,,0,,
131,12,2, NASRUDDIN SAFARI,L,KUTA ALAM,,,0,,
132,12,2, ZURIYATI,P,KUTA ALAM,,,0,,
133,13,2, T. HENDRA BUDIANSYAH,L,KUTA ALAM,,905,1,1,1
134,13,2, AMIRUDDIN,L,KUTA ALAM,,,0,,
135,13,2, IRMA SISWANTY,P,KUTA ALAM,,,0,,
136,13,2, H. TEUKU TARMIZI,L,BAITURRAHMAN,,,0,,
137,13,2, Ir. MUHAMMAD NASIR ARFAN,L,KUTA ALAM,,,0,,
138,13,2," SA'ADAH, SH",P,KUTA ALAM,,,0,,
139,14,2, Ir. JAILANI SALEH,L,INGIN JAYA,,,0,,
140,14,2, BOB HELMI,L,KUTA ALAM,,,0,,
141,14,2, AGUSTINA,P,KUTA ALAM,,,0,,
142,14,2, ROMI AMRIZAL,L,BANDA RAYA,,,0,,
143,14,2, ACHMAD LUTHFI,L,KUTA ALAM,,,0,,
144,14,2, NONI MAYLISA,P,KUTA ALAM,,,0,,
145,15,2, R U S L A N,L,KUTA ALAM,,,0,,
146,15,2," IRWAN, SE",L,KUTA ALAM,,,0,,
147,15,2," LINDA LESTARI R, SH",P,BAITURRAHMAN,,,0,,
148,15,2," HENDRIADI, SE",L,KUTA ALAM,,,0,,
149,15,2, A L F I A N,L,LUENG BATA,,,0,,
150,15,2, CUT BADRIAH,P,KUTA ALAM,,,0,,
151,15,2,"RIZKA FILIANI TASYA LUBIS, S.Pd",P,ULEE KARENG,,,0,,
152,1,3, Drs. ANWAR ZAMZAM,L,ULEE KARENG,,,0,,
153,1,3," H. MUNZIR AL MUNIR, SE",L,ULEE KARENG,,,0,,
154,1,3, Dra. Hj. HANIFAH ,P,SYIAH KUALA,,,0,,
155,1,3," H. HERI JULIUS, S.Sos",L,SYIAH KUALA,,818,1,1,4
156,1,3, M. NUR BUDIMAN,L,ULEE KARENG,,,0,,
157,1,3, YULINAR,P,BANDA RAYA,,,0,,
158,1,3, KAMALIA HASAN,P,SYIAH KUALA,,,0,,
159,1,3, ZURLINA Z,P,KUTA ALAM,,,0,,
160,2,3," SAYUTI, S.Ag",L,MEURAXA,,,0,,
161,2,3, SRI ARIANA NINGSIH,P,ULEE KARENG,,,0,,
162,2,3," SARWOKO, SH",L,PEUKAN BADA,,,0,,
163,2,3," RUSLI, A.Md",L,SYIAH KUALA,,,0,,
164,2,3," CUT RAFIAH, A.Md",P,ULEE KARENG,,,0,,
165,2,3, M. AMIN,L,BAITUSSALAM,,,0,,
166,2,3, ZAHRIATUL JANNAH,P,BAITUSSALAM,,,0,,
167,3,3," MUKMINAN, SE",L,SYIAH KUALA,,891,1,1,1
168,3,3, WAHYUDI,L,DARUL IMARAH,,,0,,
169,3,3," DEVI MULIA SARI, S.Si., SH.I",P,ULEE KARENG,,,0,,
170,3,3, JUNIAR,P,ULEE KARENG,,,0,,
171,3,3, EDWIN SUNARDI,L,SYIAH KUALA,,,0,,
172,3,3," DENI FAELANI, S.Kel",L,SYIAH KUALA,,,0,,
173,3,3, Drh. RIZKI AMELIA,P,SYIAH KUALA,,,0,,
174,4,3," ROZZY WANELA, SE",L,SYIAH KUALA,,,0,,
175,4,3, GUSTRIANA SOFYAN,P,LUENG BATA,,,0,,
176,5,3," BUKHARI BADAR, SE.Ak",L,SYIAH KUALA,,,0,,
177,5,3," ASKARI, S.Sos",L,SYIAH KUALA,,521,1,1,2
178,5,3, Dra. Hj. NURBAITI,P,SYIAH KUALA,,,0,,
179,5,3," EVY ISKANDAR, SE.Ak",L,SYIAH KUALA,,,0,,
180,5,3, SAYUTI M. NUR,L,SYIAH KUALA,,,0,,
181,5,3, FHONNA NURUL REZKY YG,P,SYIAH KUALA,,,0,,
182,5,3, NOVA MURHAYATI,P,SYIAH KUALA,,,0,,
183,5,3," MIRZA RIZQAN, SE",L,PEUKAN BADA,,,0,,
184,6,3," H. SYAMSUL BAHRI, SH",L,ULEE KARENG,,,0,,
185,6,3," AMRI ANDID, SE",L,SYIAH KUALA,,,0,,
186,6,3," WIRDA INAYATI, SE",P,SYIAH KUALA,,,0,,
187,6,3, MUHAMMAD SABRI MAS ,L,SYIAH KUALA,,,0,,
188,6,3," IRWANSYAH, A.Md",L,SYIAH KUALA,,,0,,
189,6,3, NURAENI,P,KUTA ALAM,,,0,,
190,6,3," CHELLI OLIVIA, SE",P,SYIAH KUALA,,,0,,
191,6,3, Drs. H. RIDWAN,L,SYIAH KUALA,,,0,,
192,7,3," NURMALA, S.Sos",P,SYIAH KUALA,,,0,,
193,7,3," ABDILLAH , SE.Ak",L,MEURAXA,,,0,,
194,7,3," H. ISNAINI HUSDA, SE",L,ULEE KARENG,,687,1,1,3
195,7,3, CUT KEUMALAWATI,P,ULEE KARENG,,,0,,
196,7,3, MUZAKIR,L,SYIAH KUALA,,,0,,
197,7,3," KHAIRUN, ST",L,ULEE KARENG,,,0,,
198,7,3," SITI AISYAH, SE",P,ULEE KARENG,,,0,,
199,8,3," MUSRIADI, S.Pd., M.Pd",L,ULEE KARENG,,,0,,
200,8,3," MAHDI, S.Ag",L,SYIAH KUALA,,516,1,1,2
201,8,3, Hj. WIRDA ZB,P,ULEE KARENG,,,0,,
202,8,3," MUHAMMAD YUSUF, SH",L,ULEE KARENG,,,0,,
203,8,3, M. KHALID SULAIMAN,L,ULEE KARENG,,,0,,
204,8,3, HASPITA SARI,P,ULEE KARENG,,,0,,
205,8,3, WAHYUNDA,P,ULEE KARENG,,,0,,
206,9,3, ISKANDAR ,L,ULEE KARENG,,,0,,
207,9,3, LINDAWATI,P,ULEE KARENG,,,0,,
208,9,3, Drs. ABDULLAH SANI,L,SYIAH KUALA,,,0,,
209,9,3, SYAFRIAL ,L,ULEE KARENG,,,0,,
210,9,3, ABDULLAH HM DJOHAN,L,ULEE KARENG,,,0,,
211,9,3, ROSNILAWATI,P,SYIAH KUALA,,,0,,
212,9,3," KURNIAWATI, S.Pd",P,ULEE KARENG,,,0,,
213,10,3, Drs. LUKMAN ABUBAKAR,L,SYIAH KUALA,,,0,,
214,10,3, H. TEUKU MIRZA DJOHAN,L,ULEE KARENG,,,0,,
215,10,3," RITA NENGSIH, SE., M.Si",P,ULEE KARENG,,,0,,
216,10,3," AULIA RAHMAT, S.Pd",L,SYIAH KUALA,,,0,,
217,10,3," SURYATI, S.Pt",P,KUTA ALAM,,,0,,
218,11,3," AZHARI, S.Ag",L,SYIAH KUALA,,,0,,
219,11,3, ZULKARNEN,L,SYIAH KUALA,,,0,,
220,11,3, TUTI ALAWIYAH,P,SYIAH KUALA,,,0,,
221,11,3, H. AZHAR,L,ULEE KARENG,,1203,1,1,4
222,11,3, KHAIRUL HALIM,L,SYIAH KUALA,,,0,,
223,11,3," CUT MUTIA, S.Pd",P,ULEE KARENG,,,0,,
224,11,3, WARDIATI,P,ULEE KARENG,,,0,,
225,11,3, JAMILON,L,SYIAH KUALA,,,0,,
226,12,3, ZAINUDDIN MUHAMMAD,L,ULEE KARENG,,,0,,
227,12,3, SYAKUR AZIZ,L,SYIAH KUALA,,,0,,
228,12,3, ZUBARIAH,P,SYIAH KUALA,,,0,,
229,12,3," Hj. NAZARIAH, SE",P,SYIAH KUALA,,,0,,
230,12,3, YULINDAWATI,P,ULEE KARENG,,,0,,
231,12,3," NURDIN, SE",L,SYIAH KUALA,,,0,,
232,12,3, BANTA KHALIDANSYAH ,L,SYIAH KUALA,,,0,,
233,12,3, M. THAIB HUSEN,L,SYIAH KUALA,,,0,,
234,13,3, KHAIRUDDIN,L,ULEE KARENG,,,0,,
235,13,3, HAMDANI HASYIM,L,SYIAH KUALA,,,0,,
236,13,3, PARMAWATI,P,SYIAH KUALA,,,0,,
237,13,3, Ir. BUNYAMIN,L,SYIAH KUALA,,785,1,1,4
238,13,3," HUSNA, A.Md",P,ULEE KARENG,,,0,,
239,13,3," MAIRISSA RAHMADHANI, SE",P,SYIAH KUALA,,,0,,
240,13,3," ZAINAL ABIDIN, S.Sos",L,SYIAH KUALA,,,0,,
241,13,3, MUHAMMAD NUR,L,ULEE KARENG,,,0,,
242,14,3," H.M. LAIDI, SE., SH., M.Hum",L,SYIAH KUALA,,,0,,
243,14,3," HIDAYAT R. DAHLAN, SP",L,LUENG BATA,,,0,,
244,14,3, ELVINA DJALAL,P,BAITURRAHMAN,,,0,,
245,14,3, RUSTAM AB,L,ULEE KARENG,,,0,,
246,14,3, RONI SAPUTRA,L,LABUHAN HAJI,,,0,,
247,14,3, ARMELIA NST,P,BAITUSSALAM,,,0,,
248,14,3," NOVA FITDIYAWATI, S.Pd",P,SYIAH KUALA,,,0,,
249,14,3," AGUS SYAMSUAR, S.Ag",L,SYIAH KUALA,,,0,,
250,15,3," ARIE YANTHY NURVITA, SE",P,SYIAH KUALA,,,0,,
251,15,3, Dra. NURMIAH ,P,SYIAH KUALA,,,0,,
252,15,3,"AFDHAL KHALILULLAH, B.Sc (Hons)",L,SYIAH KUALA,,,0,,
253,15,3," MUHAMMAD SYAWAL, SH",L,LUENG BATA,,,0,,
254,15,3, R A I H A N,P,MUARA DUA,,,0,,
255,15,3," AL MISBAHUL RIDHA, A.Md",L,SYIAH KUALA,,,0,,
256,15,3," SITI KHATIJAH, ST",P,DARUSSALAM,,,0,,
257,15,3," RAHMAD, ST",L,KUTA ALAM,,,0,,
258,1,4," NUAIMAN, BE",L,BAITURRAHMAN,,,0,,
259,1,4, ABDUL RAFUR,L,BAITURRAHMAN,,1204,1,1,2
260,1,4, DEVI YUNITA,P,LUENG BATA,,,0,,
261,1,4, TM. TAUFIK TRA,L,BAITURRAHMAN,,,0,,
262,1,4, MUHAMMAD ISA,L,BAITURRAHMAN,,,0,,
263,1,4, CHAIRANI ZA,P,LUENG BATA,,,0,,
264,1,4," TJOET OKA FIONITA, SE",P,BAITURRAHMAN,,,0,,
265,2,4, RIDHA YUNAWARDY,L,BAITURRAHMAN,,,0,,
266,2,4," SYAFRUDDIN, ST., MH",L,BAITURRAHMAN,,,0,,
267,2,4, TUTI NURJANI,P,BANDA RAYA,,,0,,
268,2,4," AL FAISAL, S.TH.I",L,BAITURRAHMAN,,,0,,
269,2,4, TAUFIK AMRIADI ,L,LUENG BATA,,,0,,
270,2,4," SRI WAHYUNI, S.Pd",P,LUENG BATA,,,0,,
271,2,4," NOVI YANTI, S.Pd",P,BAITURRAHMAN,,,0,,
272,3,4, ZULFIKAR,L,KUTA ALAM,,466,1,1,1
273,3,4, DEDI SUFFRIADI,L,LUENG BATA,,,0,,
274,3,4, BALIYAWATI,P,BAITURRAHMAN,,,0,,
275,3,4," AHMAD RIZAL, Lc",L,INGIN JAYA,,,0,,
276,3,4," ZULHAJIDDIN, A.Md",L,LUENG BATA,,,0,,
277,3,4," RICHI JURISAL, SE",P,SYIAH KUALA,,,0,,
278,3,4," RIZKI ADHA ROSSA, S.Psi",P,BAITURRAHMAN,,,0,,
279,3,4, RINA EKA DEWI,P,BAITURRAHMAN,,,0,,
280,4,4, H.T. BANTA SYAM,L,BANDA RAYA,,,0,,
281,4,4, SOBKI ABDULLAH,L,LUENG BATA,,,0,,
282,4,4, SYARIFAH RATNA DEWI,P,BAITURRAHMAN,,,0,,
283,5,4," T. RINALDI, SE",L,BAITURRAHMAN,,,0,,
284,5,4," H. ISKANDAR MAHMUD, SH",L,BAITURRAHMAN,,865,1,1,2
285,5,4," SULASTIAWATI, SE",P,LUENG BATA,,,0,,
286,5,4," MIRZA MURNI, SE",L,LUENG BATA,,,0,,
287,5,4," JUNI IRWANSYAH, SH",L,BAITURRAHMAN,,,0,,
288,5,4, Dra. Hj. RUBIATY,P,BAITURRAHMAN,,,0,,
289,5,4," LINDA MARLINA, SP",P,MESJID RAYA,,,0,,
290,5,4, FURQAN,L,BAITURRAHMAN,,,0,,
291,6,4," BAHADUR SATRI, SH",L,LUENG BATA,,,0,,
292,6,4, EDY SAPUTRA,L,BAITURRAHMAN,,,0,,
293,6,4," DIAN ALIFYA, SE",P,BAITURRAHMAN,,,0,,
294,6,4, MUZAKKIR M. DJUNED,L,LUENG BATA,,,0,,
295,6,4, SELFI SUNDRIANINGSIH,P,JAYA BARU,,,0,,
296,6,4, SALMAN EFFENDI,L,BAITURRAHMAN,,,0,,
297,6,4, CUT DIRA MIRALDA,P,BAITURRAHMAN,,,0,,
298,7,4," ROYES RUSLAN, SH",L,LUENG BATA,,623,1,1,1
299,7,4," MARLINADIA, SE",P,BAITURRAHMAN,,,0,,
300,7,4, YOULFANSYAH,L,KUTA ALAM,,,0,,
301,7,4," SYAHRIZAL, ST",L,BAITURRAHMAN,,,0,,
302,7,4, Ir. SUNDARI,P,BAITURRAHMAN,,,0,,
303,7,4, DORIANA HUTABARAT,P,LUENG BATA,,,0,,
304,7,4, MIRZA ADRIAN Z,L,BAITURRAHMAN,,,0,,
305,8,4, KHAIRUL BASYAR,L,LUENG BATA,,918,1,1,1
306,8,4, Drs. H.M. RIDHA RAMLI,L,BAITURRAHMAN,,,0,,
307,8,4," SERIYANA, BA",P,LUENG BATA,,,0,,
308,8,4, SABRI MALEM,L,LUENG BATA,,,0,,
309,8,4, H. ZULKIFLI ABDY,L,JAYA BARU,,,0,,
310,8,4, KIKI PUTRI AMELIA,P,BAITURRAHMAN,,,0,,
311,8,4, TUTI YANI,P,LUENG BATA,,,0,,
312,9,4,"MUHAMMAD BEN UMAR, SE",L,LUENG BATA,,,0,,
313,9,4," SYAMSUDDIN, SE",L,KUTA ALAM,,,0,,
314,9,4, ROSALINDA,P,LUENG BATA,,,0,,
315,9,4, Drs. ABD. HARIS ,L,BAITURRAHMAN,Meninggal Dunia,,0,,
316,9,4," SYARIFAH MUNIRAH, S.Ag",P,BAITURRAHMAN,,845,1,1,5
317,9,4, MUSAINI SULAIMAN ,L,LUENG BATA,,,0,,
318,9,4," EVA SUSANTI, S.Pd",P,KUTA RAJA,,,0,,
319,10,4, CUT ASRI,P,LUENG BATA,,,0,,
320,10,4, SUTARMAN,L,BAITURRAHMAN,,,0,,
321,10,4," FITRIANA, S.Pd",P,BAITURRAHMAN,,,0,,
322,10,4, ROSLINDAWATI,P,BAITURRAHMAN,,,0,,
323,10,4," KHAIRUL ANWAR, S.Pd.I",L,KUTA ALAM,,,0,,
324,11,4, Drs. FAISAL IBRAHIM,L,LUENG BATA,,,0,,
325,11,4, NITA MAYA SARI,P,BAITURRAHMAN,,,0,,
326,11,4, AMBIA NURDIN,L,BAITURRAHMAN,,,0,,
327,11,4, MULYADI Tgk. PUTEH,L,LUENG BATA,,,0,,
328,11,4, SAIFULLAH,L,BAITURRAHMAN,,,0,,
329,11,4, MARLINA,P,BAITURRAHMAN,,,0,,
330,11,4, LIA ALIAH,P,KUTA ALAM,,,0,,
331,11,4, SAYUTHI,L,LUENG BATA,,,0,,
332,12,4, SUKTIA,P,LUENG BATA,,,0,,
333,12,4, JOHNNICO APRIANO,L,BAITURRAHMAN,,,0,,
334,12,4, ZAINAL ARIFIN,L,LUENG BATA,,,0,,
335,12,4, YUSRAINI,P,BAITURRAHMAN,,,0,,
336,12,4, T. ABDUL FATAH,L,BAITURRAHMAN,,,0,,
337,12,4, MAHDANI,L,BAITURRAHMAN,,,0,,
338,12,4," YUNITA NINGSIH, S.Pd",P,LUENG BATA,,,0,,
339,12,4, SUPRI,L,BAITURRAHMAN,,,0,,
340,13,4, KHUBBIR RIDHA,L,LEMBAH SEULAWAH,,,0,,
341,13,4, RAZALI ISMAIL,L,LUENG BATA,,686,1,1,2
342,13,4, ASNITANUR,P,BAITURRAHMAN,,,0,,
343,13,4, MUCHTAR HASYIM,L,LUENG BATA,,,0,,
344,13,4, AMRI,L,DARUL IMARAH,,,0,,
345,13,4, FREYDA JOLANDHA,P,BAITURRAHMAN,,,0,,
346,13,4," YUSMARDIANA, A.Md",P,BAITURRAHMAN,,,0,,
347,13,4," SAFRURRAZI, A.Md",L,BAITURRAHMAN,,,0,,
348,14,4, ROHATI,P,BAITURRAHMAN,,,0,,
349,14,4, Drs. BUKHARI,L,LUENG BATA,,,0,,
350,14,4, NAZIRAH,P,BAITURRAHMAN,,,0,,
351,14,4, ZICKY MAULANA,L,BAITURRAHMAN,,,0,,
352,14,4," RAHMAT JERI BONSAPIA, SH",L,BAITURRAHMAN,,,0,,
353,14,4, YENI AFRIANI,P,MEURAXA,,,0,,
354,14,4, DARMAWAN,L,BAITURRAHMAN,,,0,,
355,14,4, MUCHLISSIDDIQ,L,LUENG BATA,,,0,,
356,15,4," H.T. AMIR, SP",L,LUENG BATA,,,0,,
357,15,4," IRWAN G, A.Md",L,MEURAXA,,,0,,
358,15,4," NAHRISAH, A.Md",P,LUENG BATA,,,0,,
359,15,4,"AULIA RUSLI SULAIMAN, S.Pd",L,BAITURRAHMAN,,,0,,
360,15,4, Ir. EDWARD ZEEN,L,BANDA RAYA,,,0,,
361,15,4, YULIDAR,P,BAITURRAHMAN,,,0,,
362,15,4, DESI MARLIANA,P,BANDA RAYA,,,0,,
363,15,4, HERRYZA INDRA,L,KUTA ALAM,,,0,,
364,1,5, KHAIDIR TM,L,KUTA ALAM,,,0,,
365,1,5, CUT YUSNITA ,P,JAYA BARU,,,0,,
366,1,5," T. IQBAL DJOHAN, SE",L,JAYA BARU,,1725,1,1,3
367,1,5, MULYADI THAIB,L,JAYA BARU,,,0,,
368,1,5, SAFRIDA HANUM,P,BANDA RAYA,,,0,,
369,1,5, SAIFUL,L,BANDA RAYA,,,0,,
370,2,5, M. ARIFIN,L,BANDA RAYA,,,0,,
371,2,5," DODOT SUPRIYONO, SE",L,JAYA BARU,,,0,,
372,2,5, YUSNANI,P,BANDA RAYA,,,0,,
373,2,5," ARIFIN, SP., MM",L,BANDA RAYA,,,0,,
374,2,5, Tgk. IBRAHIM ISMAIL,L,JAYA BARU,,,0,,
375,2,5, MUNIRA,P,JAYA BARU,,,0,,
376,2,5, NONI SRI AGUSTINA,P,JAYA BARU,,,0,,
377,3,5," ISMUNANDAR, ST",L,BANDA RAYA,,,0,,
378,3,5," IRWANSYAH, ST",L,BANDA RAYA,,762,1,1,2
379,3,5," DEWI ELFIANY, ST",P,MEURAXA,,,0,,
380,3,5," ZAQWANUR, S.Pd.I",L,BANDA RAYA,,,0,,
