lembaga,tahun,id_provinsi,nama_provinsi,id_dapil,nama_dapil,id_partai,nama_partai,urutan,id,nama,suara_sah,peringkat_suara_sah_calon,terpilih
DPD,2014,13,SUMATERA BARAT,1300-00-0000,SUMATERA BARAT,,,25,1300-00-0000-0025,"Ir. H. ZULKARNAIN KAMSYA, M.S",27574,20,False
DPD,2014,14,RIAU,1400-00-0000,RIAU,,,1,1400-00-0000-0001,"Drs. H. ABDUL GAFAR USMAN, M.M",227991,2,True
DPD,2014,14,RIAU,1400-00-0000,RIAU,,,2,1400-00-0000-0002,"AFRI, S.P",147951,8,False
DPD,2014,14,RIAU,1400-00-0000,RIAU,,,3,1400-00-0000-0003,"AGUSTIAN RASMANTO, S.E",160568,6,False
DPD,2014,14,RIAU,1400-00-0000,RIAU,,,4,1400-00-0000-0004,AMRIL PILIANG,62374,16,False
DPD,2014,14,RIAU,1400-00-0000,RIAU,,,5,1400-00-0000-0005,H. ARSADIANTO RACHMAN,87217,12,False
DPD,2014,14,RIAU,1400-00-0000,RIAU,,,6,1400-00-0000-0006,DESMIANTO,88117,11,False
DPD,2014,14,RIAU,1400-00-0000,RIAU,,,7,1400-00-0000-0007,"H. ILYAS LABAY, S.Sos., M.Si",103652,9,False
DPD,2014,14,RIAU,1400-00-0000,RIAU,,,8,1400-00-0000-0008,"INTSIAWATI AYUS, S.H., M.H",352603,1,True
DPD,2014,14,RIAU,1400-00-0000,RIAU,,,9,1400-00-0000-0009,"IWA SIRWANI BIBRA, S.Sos., M.M",167171,5,False
DPD,2014,14,RIAU,1400-00-0000,RIAU,,,10,1400-00-0000-0010,"KHAIRUDDIN, S.H.I., M.Ag.",77044,14,False
DPD,2014,14,RIAU,1400-00-0000,RIAU,,,11,1400-00-0000-0011,"Dr. Hj. MAIMANAH UMAR, M.A",184625,4,True
DPD,2014,14,RIAU,1400-00-0000,RIAU,,,12,1400-00-0000-0012,"KH. MOCH. ALWI ARIFIN, S.Pd",80298,13,False
DPD,2014,14,RIAU,1400-00-0000,RIAU,,,13,1400-00-0000-0013,"MUHAMMAD MUZAMIL, S.E",32993,22,False
DPD,2014,14,RIAU,1400-00-0000,RIAU,,,14,1400-00-0000-0014,"NARLIS, M.A",150488,7,False
DPD,2014,14,RIAU,1400-00-0000,RIAU,,,15,1400-00-0000-0015,"Ir. H. NAWASIR KADIR, M.M",12270,25,False
DPD,2014,14,RIAU,1400-00-0000,RIAU,,,16,1400-00-0000-0016,"RIBHAN DWI JAYANA, S.H., M.H",50998,18,False
DPD,2014,14,RIAU,1400-00-0000,RIAU,,,17,1400-00-0000-0017,ROSTI ULI PURBA,197562,3,True
DPD,2014,14,RIAU,1400-00-0000,RIAU,,,18,1400-00-0000-0018,"H. SAID ZOHRIN, S.H., M.H",65782,15,False
DPD,2014,14,RIAU,1400-00-0000,RIAU,,,19,1400-00-0000-0019,"Drs. SUDARMO HASAN, M.A",39973,21,False
DPD,2014,14,RIAU,1400-00-0000,RIAU,,,20,1400-00-0000-0020,"H. SUSILO, S.E., M.M",14648,24,False
DPD,2014,14,RIAU,1400-00-0000,RIAU,,,21,1400-00-0000-0021,SUTRISNO .S,18092,23,False
DPD,2014,14,RIAU,1400-00-0000,RIAU,,,22,1400-00-0000-0022,Drs. H. TAUFIK IKRAM JAMIL,51725,17,False
DPD,2014,14,RIAU,1400-00-0000,RIAU,,,23,1400-00-0000-0023,WAN ABU BAKAR,97164,10,False
DPD,2014,14,RIAU,1400-00-0000,RIAU,,,24,1400-00-0000-0024,ZULHUSNI DOMO,40555,20,False
DPD,2014,14,RIAU,1400-00-0000,RIAU,,,25,1400-00-0000-0025,"H. ZULKARNAEN, S.H., M.H",49810,19,False
DPD,2014,15,JAMBI,1500-00-0000,JAMBI,,,1,1500-00-0000-0001,H. ABU BAKAR JAMALIA,93605,4,True
DPD,2014,15,JAMBI,1500-00-0000,JAMBI,,,2,1500-00-0000-0002,"ANDI YUSMAN, S.E",62990,11,False
DPD,2014,15,JAMBI,1500-00-0000,JAMBI,,,3,1500-00-0000-0003,"ANGGI PURNAMA HARAHAP, S.H",60403,12,False
DPD,2014,15,JAMBI,1500-00-0000,JAMBI,,,4,1500-00-0000-0004,"Drs. H. ASRA H.D, M.Pd.I",37110,15,False
DPD,2014,15,JAMBI,1500-00-0000,JAMBI,,,5,1500-00-0000-0005,"AZMAN, S.H",34304,17,False
DPD,2014,15,JAMBI,1500-00-0000,JAMBI,,,6,1500-00-0000-0006,AZWAN HERWANTO,44494,13,False
DPD,2014,15,JAMBI,1500-00-0000,JAMBI,,,7,1500-00-0000-0007,BENNY PRATAMA SOFWAN,63758,10,False
DPD,2014,15,JAMBI,1500-00-0000,JAMBI,,,8,1500-00-0000-0008,"Hj. DARYATI UTENG S, S.E., M.M",127376,2,True
DPD,2014,15,JAMBI,1500-00-0000,JAMBI,,,9,1500-00-0000-0009,HALILINTAR,35886,16,False
DPD,2014,15,JAMBI,1500-00-0000,JAMBI,,,10,1500-00-0000-0010,"HASBI ANSHORY, S.E., M.M",64597,9,False
DPD,2014,15,JAMBI,1500-00-0000,JAMBI,,,11,1500-00-0000-0011,"IIN INAWATI, S.Pd",40983,14,False
DPD,2014,15,JAMBI,1500-00-0000,JAMBI,,,12,1500-00-0000-0012,"H. INDRA ARMENDARIS, S.H",17470,26,False
DPD,2014,15,JAMBI,1500-00-0000,JAMBI,,,13,1500-00-0000-0013,Dra. Hj. IRINA SAFITRI,20231,23,False
DPD,2014,15,JAMBI,1500-00-0000,JAMBI,,,14,1500-00-0000-0014,"H. IRSAL YUNUS, S.E., M.M",68359,6,False
DPD,2014,15,JAMBI,1500-00-0000,JAMBI,,,15,1500-00-0000-0015,JEFRI HENDRIK,19790,24,False
DPD,2014,15,JAMBI,1500-00-0000,JAMBI,,,16,1500-00-0000-0016,JONI AHYAR,7007,30,False
DPD,2014,15,JAMBI,1500-00-0000,JAMBI,,,17,1500-00-0000-0017,Dra. Hj. JUNIWATI T. MASJCHUN S,94841,3,True
DPD,2014,15,JAMBI,1500-00-0000,JAMBI,,,18,1500-00-0000-0018,"Ir. KAMIL RUSDI, M.Si",18136,25,False
DPD,2014,15,JAMBI,1500-00-0000,JAMBI,,,19,1500-00-0000-0019,"KEMAS AL FARIZI ARSYAD, S.E",28819,20,False
DPD,2014,15,JAMBI,1500-00-0000,JAMBI,,,20,1500-00-0000-0020,"LINDA ASTUTY, S.E., M.M",82463,5,False
DPD,2014,15,JAMBI,1500-00-0000,JAMBI,,,21,1500-00-0000-0021,"M. SYUKUR, S.H",235943,1,True
DPD,2014,15,JAMBI,1500-00-0000,JAMBI,,,22,1500-00-0000-0022,"MOHD. SYARIEF GAMAL, S.H., M.H",17345,27,False
DPD,2014,15,JAMBI,1500-00-0000,JAMBI,,,23,1500-00-0000-0023,"MOHON INDRAJAYA, S.H",4206,32,False
DPD,2014,15,JAMBI,1500-00-0000,JAMBI,,,24,1500-00-0000-0024,"MUHAMMAD YASIR ARAFAT, S.E",25772,22,False
DPD,2014,15,JAMBI,1500-00-0000,JAMBI,,,25,1500-00-0000-0025,"H. NUZRAN JOHER, S.Ag., M.Si",68276,7,False
DPD,2014,15,JAMBI,1500-00-0000,JAMBI,,,26,1500-00-0000-0026,"SUKARNO, S.H",15089,29,False
DPD,2014,15,JAMBI,1500-00-0000,JAMBI,,,27,1500-00-0000-0027,"H. SURYADI, S.Ag.",29831,19,False
DPD,2014,15,JAMBI,1500-00-0000,JAMBI,,,28,1500-00-0000-0028,SYAHRI,4899,31,False
DPD,2014,15,JAMBI,1500-00-0000,JAMBI,,,29,1500-00-0000-0029,"UNTUNG SUSANTO, S.Pd",30009,18,False
DPD,2014,15,JAMBI,1500-00-0000,JAMBI,,,30,1500-00-0000-0030,"YATNO, S.P",16449,28,False
DPD,2014,15,JAMBI,1500-00-0000,JAMBI,,,31,1500-00-0000-0031,YOPI MUTHALIB,67798,8,False
DPD,2014,15,JAMBI,1500-00-0000,JAMBI,,,32,1500-00-0000-0032,Drs. ZULKARNAIN ALFATH,27552,21,False
DPD,2014,17,BENGKULU,1700-00-0000,BENGKULU,,,1,1700-00-0000-0001,"Ir. AHMAD HAMIM WICAKSONO, M.Sc.",38912,8,False
DPD,2014,17,BENGKULU,1700-00-0000,BENGKULU,,,2,1700-00-0000-0002,"H. AHMAD KANEDI, S.H., M.H.",150074,1,True
DPD,2014,17,BENGKULU,1700-00-0000,BENGKULU,,,3,1700-00-0000-0003,Ir. BABULHAIRIEN A.B,26120,13,False
DPD,2014,17,BENGKULU,1700-00-0000,BENGKULU,,,4,1700-00-0000-0004,Dipl-Ing. H. BAMBANG PRAJITNO SOEROSO,63561,6,False
DPD,2014,17,BENGKULU,1700-00-0000,BENGKULU,,,5,1700-00-0000-0005,"CUPLI RISMAN, S.Sos.",23938,14,False
DPD,2014,17,BENGKULU,1700-00-0000,BENGKULU,,,6,1700-00-0000-0006,"DINMAR, S.Kom.",64460,5,False
DPD,2014,17,BENGKULU,1700-00-0000,BENGKULU,,,7,1700-00-0000-0007,DJATMIKO,16968,18,False
DPD,2014,17,BENGKULU,1700-00-0000,BENGKULU,,,8,1700-00-0000-0008,"Dra. Hj. ENI KHAIRANI, M.Si.",108521,2,True
DPD,2014,17,BENGKULU,1700-00-0000,BENGKULU,,,9,1700-00-0000-0009,ERI YANTO,19364,15,False
DPD,2014,17,BENGKULU,1700-00-0000,BENGKULU,,,10,1700-00-0000-0010,"IQBAL BASTARI, S.Pd.",42904,7,False
DPD,2014,17,BENGKULU,1700-00-0000,BENGKULU,,,11,1700-00-0000-0011,"H. MOHAMMAD SALEH, S.E.",74275,4,True
DPD,2014,17,BENGKULU,1700-00-0000,BENGKULU,,,12,1700-00-0000-0012,MUHAMMAD KOSIM,18666,17,False
DPD,2014,17,BENGKULU,1700-00-0000,BENGKULU,,,13,1700-00-0000-0013,"MUSPANI, S.H.",37319,9,False
DPD,2014,17,BENGKULU,1700-00-0000,BENGKULU,,,14,1700-00-0000-0014,"RADIANTO STAR, S.T.",5676,19,False
DPD,2014,17,BENGKULU,1700-00-0000,BENGKULU,,,15,1700-00-0000-0015,"DR. RAHIMULLAH, S.H., M.Si.",18919,16,False
DPD,2014,17,BENGKULU,1700-00-0000,BENGKULU,,,16,1700-00-0000-0016,RIRI DAMAYANTI,87541,3,True
DPD,2014,17,BENGKULU,1700-00-0000,BENGKULU,,,17,1700-00-0000-0017,"Dr. Ir. H. RUSLAN WIJAYA, S.E., M.A.P.",30960,11,False
DPD,2014,17,BENGKULU,1700-00-0000,BENGKULU,,,18,1700-00-0000-0018,"Drs. H. SALAMUN HARIS M, M.Si.",29479,12,False
DPD,2014,17,BENGKULU,1700-00-0000,BENGKULU,,,19,1700-00-0000-0019,SYAIFUL ANWAR BACHSIN,3508,20,False
DPD,2014,17,BENGKULU,1700-00-0000,BENGKULU,,,20,1700-00-0000-0020,"YUAN RASUGI SANG, S.Sos., M.H.",34443,10,False
DPD,2014,16,SUMATERA SELATAN,1600-00-0000,SUMATERA SELATAN,,,1,1600-00-0000-0001,"ABDUL AZIZ, S.H.",221355,5,False
DPD,2014,16,SUMATERA SELATAN,1600-00-0000,SUMATERA SELATAN,,,2,1600-00-0000-0002,ABDUL AZIZ KAMIS,122648,10,False
DPD,2014,16,SUMATERA SELATAN,1600-00-0000,SUMATERA SELATAN,,,3,1600-00-0000-0003,"ACHMAD BARNAS, S.E., M.M.",73058,17,False
DPD,2014,16,SUMATERA SELATAN,1600-00-0000,SUMATERA SELATAN,,,4,1600-00-0000-0004,"Drs. H. AIDIL FITRI SYAH, M.M.",306632,3,True
DPD,2014,16,SUMATERA SELATAN,1600-00-0000,SUMATERA SELATAN,,,5,1600-00-0000-0005,ALAMSYAH MUSTOMI,158666,8,False
DPD,2014,16,SUMATERA SELATAN,1600-00-0000,SUMATERA SELATAN,,,6,1600-00-0000-0006,"Hj. ASMAWATI, S.E., M.M.",347107,2,True
DPD,2014,16,SUMATERA SELATAN,1600-00-0000,SUMATERA SELATAN,,,7,1600-00-0000-0007,"Drs. H. DARWIN AZHAR, M.M.",103444,12,False
DPD,2014,16,SUMATERA SELATAN,1600-00-0000,SUMATERA SELATAN,,,8,1600-00-0000-0008,Drs. DARYONO,82894,14,False
DPD,2014,16,SUMATERA SELATAN,1600-00-0000,SUMATERA SELATAN,,,9,1600-00-0000-0009,"ENDU SANTOSO, S.T.",50760,20,False
DPD,2014,16,SUMATERA SELATAN,1600-00-0000,SUMATERA SELATAN,,,10,1600-00-0000-0010,"FIRMANSYAH, S.E., M.Si.",70675,18,False
DPD,2014,16,SUMATERA SELATAN,1600-00-0000,SUMATERA SELATAN,,,11,1600-00-0000-0011,"HELMI IBRAHIM, S.H., M.Hum.",47688,21,False
DPD,2014,16,SUMATERA SELATAN,1600-00-0000,SUMATERA SELATAN,,,12,1600-00-0000-0012,HENDRI ZAINUDDIN,186521,6,False
DPD,2014,16,SUMATERA SELATAN,1600-00-0000,SUMATERA SELATAN,,,13,1600-00-0000-0013,"H. IDHAM KHALID, S.H.",30333,23,False
DPD,2014,16,SUMATERA SELATAN,1600-00-0000,SUMATERA SELATAN,,,14,1600-00-0000-0014,"KARTILA, S.E.",77513,16,False
DPD,2014,16,SUMATERA SELATAN,1600-00-0000,SUMATERA SELATAN,,,15,1600-00-0000-0015,H. M. BASIR D.A,122332,11,False
DPD,2014,16,SUMATERA SELATAN,1600-00-0000,SUMATERA SELATAN,,,16,1600-00-0000-0016,H. MOHD. LUTFI IZZUDDIN,83622,13,False
DPD,2014,16,SUMATERA SELATAN,1600-00-0000,SUMATERA SELATAN,,,17,1600-00-0000-0017,"Dr. H. MUCH. BARYADI, S.E., M.M.",123487,9,False
DPD,2014,16,SUMATERA SELATAN,1600-00-0000,SUMATERA SELATAN,,,18,1600-00-0000-0018,Drs. H. NOVIARMAN KAILANI,51008,19,False
DPD,2014,16,SUMATERA SELATAN,1600-00-0000,SUMATERA SELATAN,,,19,1600-00-0000-0019,"Hj. PERCHA LEANPURI, B.Bus., M.B.A.",834342,1,True
DPD,2014,16,SUMATERA SELATAN,1600-00-0000,SUMATERA SELATAN,,,20,1600-00-0000-0020,"Hj. ROGAYATI BAIDJURI, S.H.",160510,7,False
DPD,2014,16,SUMATERA SELATAN,1600-00-0000,SUMATERA SELATAN,,,21,1600-00-0000-0021,"Hj. SHINTA PARAMITA SARI, S.H., M.Hum.",,,False
